型号,系列,网址,图片,价格,状态,CPU跑分,CPU型号,CPU系列,CPU主频,最高睿频,核心/线程数,三级缓存,总线规格,核心架构,制程工艺,功耗,内存容量,内存类型,插槽数量,硬盘容量,硬盘描述,显卡跑分,显卡类型,显卡芯片,显存容量,显存类型,显存位宽,外壳材质,可选配件,网络通信,电池类型,基本参数,厚度,屏幕技术,无线网卡,扬声器,屏幕分辨率,上市时间,宽度,工作温度,其它特点,产品类型,数据接口,长度,笔记本重量,安全性能,客服电话,电话备注,人脸识别,电源适配器,质保备注,音频系统,光驱类型,笔记本附件,存储温度,有线网卡,主板芯片组,显卡,产品定位,操作系统,电源描述,质保时间,外壳描述,处理器,输入设备,指取设备,保修政策,包装清单,外观,附带软件,保修信息,读卡器,显示比例,音频接口,工作湿度,蓝牙,指纹识别,环境要求,麦克风,变形方式,其他,扩展插槽,摄像头,存储设备,详细内容,屏幕尺寸,商用技术,最大内存容量,续航时间,视频接口,特色功能,显示屏,多媒体设备,触控屏,I/O接口,键盘描述,其它接口
msi微星GT75VR 7RF-019CN,GT75VR系列,http://detail.zol.com.cn/notebook/index1172423.shtml,https://2c.zol-img.com.cn/product/184_80x60/170/ce1fN8ulCug3E.jpg,3.4万,正常,10110,Intel 酷睿i7 7820HK,英特尔 酷睿i7 7代系列,2.9GHz,3.9GHz,四核心/八线程,8MB,DMI 8 GT/s,Kaby Lake,14nm,45W,32GB（16GB×2）,DDR4 2400MHz,NULL,512GB+1TB,混合硬盘（SSD+7200转HDD）,12158,发烧级独立显卡,NVIDIA GeForce GTX 1080,8GB,GDDR5X,256bit,镁铝合金,NULL,NULL,8芯锂电池,NULL,31-56mm,FHD，LED背光，120Hz，广视角屏幕，94%色域,Killer Wireless-AC 1535,丹拿音响,1920x1080,2017年07月,314mm,NULL,True Color 2.0色彩校色技术，Nahimic VR虚拟实境环绕音效技术，Cooler Boost Titan 散热系统,家用,5×USB3.0，USB3.1 Type-C接口，Thunderbolt 3接口,428mm,NULL,NULL,400-828-8588,周一至周日， 9:00～20:00（中午无休）， 国定假日，9:00～18:00（中午无休）,NULL,100V-240V 330W 自适应交流电源适配器,整机1年，主要部件2年，电池1年,内置音效芯片,内置DVD刻录机,NULL,NULL,10000Mbps以太网卡,Intel CM238,NULL,游戏本，影音娱乐本,预装Windows 10,NULL,1年,黑色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电池 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1鼠标 x1笔记本包 x1,NULL,附带软件,NULL,2合1读卡器（SDXC，SDHC）,16:9,耳机输出接口，麦克风输入接口,NULL,支持，蓝牙4.1模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,自购买之日起保修期内，在正常使用情况下出现损坏和性能故障，将按照国家《微型计算机商品修理更换退货责任规定》执行，您可拨打微星大陆地区电话报修客服中心免费电话，预约登记报修，报修中心客服人员将提供距您所在地最近的微星授权维修机构详细信息并建议您采取获得快捷服务的送修地点的方式。您可凭购机发票及三包凭证享受微星厂商标准服务。进入官网>>,17.3英寸,NULL,NULL,视具体使用环境而定,HDMI，DisplayPort,NULL,NULL,NULL,不支持触控,NULL,赛睿RGB单键背光机械键盘,RJ45（网络接口），电源接口
msi微星GT75VR 7RE-004CN,GT75VR系列,http://detail.zol.com.cn/notebook/index1178238.shtml,https://2c.zol-img.com.cn/product/184_80x60/242/cehHQ6fGS8TMg.jpg,2万,正常,8896,Intel 酷睿i7 7700HQ,英特尔 酷睿i7 7代系列,2.8GHz,3.8GHz,四核心/八线程,6MB,DMI 8 GT/s,Kaby Lake,14nm,45W,16GB,DDR4,NULL,256GB+1TB,混合硬盘（SSD+HDD）,11065,发烧级独立显卡,NVIDIA GeForce GTX 1070,8GB,GDDR5,256bit,镁铝合金,NULL,NULL,锂电池,NULL,NULL,FHD，LED背光，独特宽视角屏，120Hz,内置无线网卡,立体声扬声器,3840x2160,2017年07月,NULL,NULL,True Color 2.0色彩校色技术，Nahimic VR虚拟实境环绕音效技术,家用,5×USB3.0,NULL,NULL,NULL,400-828-8588,周一至周日， 9:00～20:00（中午无休）， 国定假日，9:00～18:00（中午无休）,NULL,100V-240V 自适应交流电源适配器,整机1年，主要部件2年，电池1年,内置音效芯片,NULL,NULL,NULL,有线杀手网卡,NULL,NULL,游戏本，影音娱乐本,预装Windows 10,NULL,1年,黑色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电池 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1鼠标 x1笔记本包 x1,NULL,附带软件,NULL,多合1读卡器,16:9,耳机输出接口，麦克风输入接口,NULL,支持蓝牙功能,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,自购买之日起保修期内，在正常使用情况下出现损坏和性能故障，将按照国家《微型计算机商品修理更换退货责任规定》执行，您可拨打微星大陆地区电话报修客服中心免费电话，预约登记报修，报修中心客服人员将提供距您所在地最近的微星授权维修机构详细信息并建议您采取获得快捷服务的送修地点的方式。您可凭购机发票及三包凭证享受微星厂商标准服务。进入官网>>,17.3英寸,NULL,NULL,视具体使用环境而定,HDMI，DisplayPort,NULL,NULL,NULL,不支持触控,NULL,单键多彩Rapid Mechanical Keyboard机械键盘,RJ45（网络接口），电源接口
msi微星GL62VR 7RFX-848CN,GL62VR 7RFX系列,http://detail.zol.com.cn/notebook/index1178075.shtml,https://2a.zol-img.com.cn/product/184_80x60/854/ceHDPzJAHhY.jpg,8199,正常,8896,Intel 酷睿i7 7700HQ,英特尔 酷睿i7 7代系列,2.8GHz,3.8GHz,四核心/八线程,6MB,DMI 8 GT/s,Kaby Lake,14nm,45W,8GB（8GB×1）,DDR4 2400MHz,2xSO-DIMM,128GB+1TB,混合硬盘（SSD+HDD）,8851,发烧级独立显卡,NVIDIA GeForce GTX 1060,6GB,GDDR5,192bit,复合材质,NULL,NULL,6芯锂电池,NULL,27mm,FHD，LED背光，IPS屏，94%色域广视角屏幕,Killer E2400,立体声扬声器,1920x1080,2017年06月,260mm,NULL,双风扇+六铜管散热,家用,1×USB2.0+2×USB3.0，USB Type-C接口,383mm,2.3Kg,安全锁孔,400-828-8588,周一至周日， 9:00～20:00（中午无休）， 国定假日，9:00～18:00（中午无休）,NULL,100V-240V 120W 自适应交流电源适配器,整机1年，主要部件2年，电池1年,顶级音响Super Multi,内置DVD刻录机,NULL,NULL,1000Mbps以太网卡,Intel HM175,NULL,游戏本，影音娱乐本,预装Windows 10,NULL,1年,黑色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电池 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,2合1读卡器（SDXC，SDHC）,16:9,耳机输出接口，麦克风输入接口,NULL,支持，蓝牙4.0模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,HD高清摄像头,NULL,自购买之日起保修期内，在正常使用情况下出现损坏和性能故障，将按照国家《微型计算机商品修理更换退货责任规定》执行，您可拨打微星大陆地区电话报修客服中心免费电话，预约登记报修，报修中心客服人员将提供距您所在地最近的微星授权维修机构详细信息并建议您采取获得快捷服务的送修地点的方式。您可凭购机发票及三包凭证享受微星厂商标准服务。进入官网>>,15.6英寸,NULL,32GB,2-3小时，视具体使用环境而定,HDMI，Mini DisplayPort,一键散热,NULL,NULL,不支持触控,NULL,红色背光键盘,RJ45（网络接口），电源接口
msi微星GL62VR 7RFX-1017CN,GL62VR 7RFX系列,http://detail.zol.com.cn/notebook/index1184779.shtml,https://2e.zol-img.com.cn/product/186_80x60/382/cedvtKty2aaXk.jpg,7299,正常,6850,Intel 酷睿i5 7300HQ,英特尔 酷睿i5 7代系列,2.5GHz,3.5GHz,四核心/四线程,6MB,DMI 8 GT/s,Kaby Lake,14nm,45W,8GB（8GB×1）,DDR4 2400MHz,2xSO-DIMM,128GB+1TB,混合硬盘（SSD+7200转HDD）,8851,发烧级独立显卡,NVIDIA GeForce GTX 1060,6GB,GDDR5,192bit,复合材质,NULL,NULL,6芯锂电池,NULL,27-29mm,FHD，LED背光，IPS屏，94%色域广视角屏幕,Intel 3168 AC,四扬声器,1920x1080,2017年06月,260mm,NULL,双风扇+六铜管散热,家用,1×USB2.0+2×USB3.0，USB Type-C接口,383mm,2.3Kg,安全锁孔,400-828-8588,周一至周日， 9:00～20:00（中午无休）， 国定假日，9:00～18:00（中午无休）,NULL,100V-240V 180W 自适应交流电源适配器,整机1年，主要部件2年，电池1年,顶级音响Super Multi，Audio Boost技术，Nahimic音效软件,内置DVD刻录机,NULL,NULL,1000Mbps以太网卡,Intel HM175,NULL,游戏本，影音娱乐本,预装Windows 10,NULL,1年,黑色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电池 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,2合1读卡器（SDXC，SDHC）,16:9,耳机输出接口，麦克风输入接口,NULL,支持，蓝牙4.0模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,HD高清摄像头,NULL,自购买之日起保修期内，在正常使用情况下出现损坏和性能故障，将按照国家《微型计算机商品修理更换退货责任规定》执行，您可拨打微星大陆地区电话报修客服中心免费电话，预约登记报修，报修中心客服人员将提供距您所在地最近的微星授权维修机构详细信息并建议您采取获得快捷服务的送修地点的方式。您可凭购机发票及三包凭证享受微星厂商标准服务。进入官网>>,15.6英寸,NULL,32GB,视具体使用环境而定,HDMI，Mini DisplayPort,一键散热,NULL,NULL,不支持触控,NULL,赛睿红色背光游戏键盘,RJ45（网络接口），电源接口
msi微星GE63VR 7RF-004CN,GE63系列,http://detail.zol.com.cn/notebook/index1172429.shtml,https://2b.zol-img.com.cn/product/184_80x60/571/cerDwrz63rOxQ.jpg,1.6万,正常,8896,Intel 酷睿i7 7700HQ,英特尔 酷睿i7 7代系列,2.8GHz,3.8GHz,四核心/八线程,6MB,DMI 8 GT/s,Kaby Lake,14nm,45W,16GB,DDR4,NULL,128GB+1TB,混合硬盘（SSD+HDD）,11065,发烧级独立显卡,NVIDIA GeForce GTX 1070,8GB,GDDR5,256bit,镁铝合金,NULL,NULL,6芯锂电池,NULL,NULL,FHD，LED背光，120HZ，TN屏,Intel 3165 AC，支持802.11ac无线协议,立体声扬声器,1920x1080,2017年06月,NULL,NULL,MSI独家Turbo超频技术，Cooler Boost 5独家散热技术，双风扇七铜管散热,家用,1×USB2.0+2×USB3.0，USB3.1 Type-C接口,NULL,NULL,NULL,400-828-8588,周一至周日， 9:00～20:00（中午无休）， 国定假日，9:00～18:00（中午无休）,NULL,100V-240V 自适应交流电源适配器,整机1年，主要部件2年，电池1年,丹拿音响,无内置光驱,NULL,NULL,Killer E2400，1000Mbps以太网卡,Intel HM175,NULL,游戏本，影音娱乐本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,黑色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电池 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1鼠标 x1笔记本包 x1,NULL,附带软件,NULL,2合1读卡器（SDXC，SDHC）,16:9,耳机输出接口，麦克风输入接口,NULL,支持，蓝牙4.0模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,自购买之日起保修期内，在正常使用情况下出现损坏和性能故障，将按照国家《微型计算机商品修理更换退货责任规定》执行，您可拨打微星大陆地区电话报修客服中心免费电话，预约登记报修，报修中心客服人员将提供距您所在地最近的微星授权维修机构详细信息并建议您采取获得快捷服务的送修地点的方式。您可凭购机发票及三包凭证享受微星厂商标准服务。进入官网>>,15.6英寸,NULL,NULL,视具体使用环境而定,HDMI，Mini DisplayPort,NULL,NULL,NULL,不支持触控,NULL,单键全彩背光,RJ45（网络接口），电源接口
msi微星GE63VR 7RE-062CN,GE63系列,http://detail.zol.com.cn/notebook/index1178255.shtml,https://2e.zol-img.com.cn/product/184_80x60/568/ceJnevVBDUIE.jpg,1.26万,正常,8896,Intel 酷睿i7 7700HQ,英特尔 酷睿i7 7代系列,2.8GHz,3.8GHz,四核心/八线程,6MB,DMI 8 GT/s,Kaby Lake,14nm,45W,16GB,DDR4,NULL,128GB+1TB,混合硬盘（SSD+HDD）,8851,发烧级独立显卡,NVIDIA GeForce GTX 1060,6GB,GDDR5,192bit,镁铝合金,NULL,NULL,6芯锂电池,NULL,NULL,FHD，LED背光，120HZ，IPS屏,Intel 3165 AC，支持802.11ac无线协议,立体声扬声器,1920x1080,2017年07月,NULL,NULL,MSI独家Turbo超频技术，Cooler Boost 5独家散热技术，双风扇七铜管散热,家用,1×USB2.0+2×USB3.0，USB3.1 Type-C接口,NULL,NULL,NULL,400-828-8588,周一至周日， 9:00～20:00（中午无休）， 国定假日，9:00～18:00（中午无休）,NULL,100V-240V 自适应交流电源适配器,整机1年，主要部件2年，电池1年,丹拿音响,无内置光驱,NULL,NULL,Killer E2400，1000Mbps以太网卡,Intel HM175,NULL,游戏本，影音娱乐本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,黑色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电池 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1鼠标 x1笔记本包 x1,NULL,附带软件,NULL,2合1读卡器（SDXC，SDHC）,16:9,耳机输出接口，麦克风输入接口,NULL,支持，蓝牙4.0模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,自购买之日起保修期内，在正常使用情况下出现损坏和性能故障，将按照国家《微型计算机商品修理更换退货责任规定》执行，您可拨打微星大陆地区电话报修客服中心免费电话，预约登记报修，报修中心客服人员将提供距您所在地最近的微星授权维修机构详细信息并建议您采取获得快捷服务的送修地点的方式。您可凭购机发票及三包凭证享受微星厂商标准服务。进入官网>>,15.6英寸,NULL,NULL,视具体使用环境而定,HDMI，Mini DisplayPort,NULL,NULL,NULL,不支持触控,NULL,单键全彩背光,RJ45（网络接口），电源接口
msi微星GE63 7RD-019CN,GE63系列,http://detail.zol.com.cn/notebook/index1183892.shtml,https://2e.zol-img.com.cn/product/186_80x60/56/ceeP5pFrCIg.jpg,1.1万,正常,8896,Intel 酷睿i7 7700HQ,英特尔 酷睿i7 7代系列,2.8GHz,3.8GHz,四核心/八线程,6MB,NULL,Kaby Lake,14nm,45W,16GB,DDR4,NULL,128GB+1TB,混合硬盘（SSD+HDD）,5816,性能级独立显卡,NVIDIA GeForce GTX 1050 Ti,4GB,GDDR5,128bit,镁铝合金,NULL,NULL,6芯锂电池,NULL,NULL,FHD，LED背光，120HZ IPS屏幕,Intel 3165 AC，支持802.11ac无线协议,立体声扬声器,1920x1080,2017年06月,NULL,NULL,MSI独家Turbo超频技术，Cooler Boost 5独家散热技术，双风扇七铜管散热，,家用,1×USB2.0+2×USB3.0，USB3.1 Type-C接口,NULL,NULL,NULL,400-828-8588,周一至周日， 9:00～20:00（中午无休）， 国定假日，9:00～18:00（中午无休）,NULL,100V-240V 自适应交流电源适配器,整机1年，主要部件2年，电池1年,丹拿音响,无内置光驱,NULL,NULL,Killer E2400，1000Mbps以太网卡,Intel HM175,NULL,游戏本，影音娱乐本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,黑色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电池 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1鼠标 x1笔记本包 x1,NULL,附带软件,NULL,多合1读卡器（SDXC，SDHC）,16:9,耳机输出接口，麦克风输入接口,NULL,支持，蓝牙4.0模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,自购买之日起保修期内，在正常使用情况下出现损坏和性能故障，将按照国家《微型计算机商品修理更换退货责任规定》执行，您可拨打微星大陆地区电话报修客服中心免费电话，预约登记报修，报修中心客服人员将提供距您所在地最近的微星授权维修机构详细信息并建议您采取获得快捷服务的送修地点的方式。您可凭购机发票及三包凭证享受微星厂商标准服务。进入官网>>,15.6英寸,NULL,NULL,视具体使用环境而定,HDMI，Mini DisplayPort,NULL,NULL,NULL,不支持触控,NULL,单键全彩背光,RJ45（网络接口），电源接口
msi微星GL62 6QD-021XCN,GL62系列,http://detail.zol.com.cn/notebook/index1136899.shtml,https://2c.zol-img.com.cn/product/169_80x60/958/ceBRE4gKuM0ZA.jpg,5088,正常,6068,Intel 酷睿i5 6300HQ,英特尔 酷睿i5 6代系列,2.3GHz,3.2GHz,四核心/四线程,6MB,DMI 8 GT/s,Skylake,14nm,45W,8GB（8GB×1）,DDR4 2133MHz,2xSO-DIMM,1TB,7200转,1764,双显卡（性能级独立显卡＋集成显卡）,NVIDIA GeForce GTX 950M＋Intel GMA HD 530,2GB,GDDR3,128bit,复合材质,NULL,NULL,6芯锂电池,NULL,27-29mm,FHD，LED背光,支持802.11ac无线协议,立体声扬声器,1920x1080,2016年01月,260mm,NULL,NULL,家用,1×USB2.0+2×USB3.0，USB3.0 Type-C接口,383mm,2.3Kg,安全锁孔,400-828-8588,周一至周日， 9:00～20:00（中午无休）， 国定假日，9:00～18:00（中午无休）,NULL,100V-240V 120W 自适应交流电源适配器,整机1年，主要部件2年，电池1年,丹拿音响,内置DVD刻录机，支持DVD SuperMulti双层刻录,NULL,NULL,1000Mbps以太网卡,Intel HM170,NULL,游戏本，影音娱乐本,DOS,NULL,1年,黑色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电池 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1随机光盘 x1,NULL,附带软件,NULL,2合1读卡器（SDXC，SDHC）,16:9,耳机输出接口，麦克风输入接口,NULL,支持，蓝牙4.0模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,自购买之日起保修期内，在正常使用情况下出现损坏和性能故障，将按照国家《微型计算机商品修理更换退货责任规定》执行，您可拨打微星大陆地区电话报修客服中心免费电话，预约登记报修，报修中心客服人员将提供距您所在地最近的微星授权维修机构详细信息并建议您采取获得快捷服务的送修地点的方式。您可凭购机发票及三包凭证享受微星厂商标准服务。进入官网>>,15.6英寸,NULL,32GB,视具体使用环境而定,HDMI，Mini DisplayPort,NULL,NULL,NULL,不支持触控,NULL,SteelSeries赛睿专业游戏键盘,RJ45（网络接口），电源接口
msi微星GL62 6QF-626XCN,GL62系列,http://detail.zol.com.cn/notebook/index1137479.shtml,https://2c.zol-img.com.cn/product/169_80x60/204/cePPPC6SAnI.jpg,4999,正常,6068,Intel 酷睿i5 6300HQ,英特尔 酷睿i5 6代系列,2.3GHz,3.2GHz,四核心/四线程,6MB,DMI 8 GT/s,Skylake,14nm,45W,8GB（8GB×1）,DDR4 2133MHz,2xSO-DIMM,1TB,7200转,2111,双显卡（发烧级独立显卡＋集成显卡）,NVIDIA GeForce GTX 960M＋Intel GMA HD 530,2GB,GDDR5,128bit,复合材质,NULL,NULL,6芯锂电池,NULL,27-29mm,FHD，LED背光,支持802.11ac无线协议,立体声扬声器,1920x1080,2016年01月,260mm,NULL,NULL,家用,1×USB2.0+2×USB3.0，USB3.0 Type-C接口,383mm,2.3Kg,安全锁孔,400-828-8588,周一至周日， 9:00～20:00（中午无休）， 国定假日，9:00～18:00（中午无休）,NULL,100V-240V 120W 自适应交流电源适配器,整机1年，主要部件2年，电池1年,丹拿音响,内置DVD刻录机，支持DVD SuperMulti双层刻录,NULL,NULL,1000Mbps以太网卡,Intel HM170,NULL,游戏本，影音娱乐本,DOS,NULL,1年,黑色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电池 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1随机光盘 x1,NULL,附带软件,NULL,2合1读卡器（SDXC，SDHC）,16:9,耳机输出接口，麦克风输入接口,NULL,支持，蓝牙4.0模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,自购买之日起保修期内，在正常使用情况下出现损坏和性能故障，将按照国家《微型计算机商品修理更换退货责任规定》执行，您可拨打微星大陆地区电话报修客服中心免费电话，预约登记报修，报修中心客服人员将提供距您所在地最近的微星授权维修机构详细信息并建议您采取获得快捷服务的送修地点的方式。您可凭购机发票及三包凭证享受微星厂商标准服务。进入官网>>,15.6英寸,NULL,32GB,视具体使用环境而定,HDMI，Mini DisplayPort,NULL,NULL,NULL,不支持触控,NULL,SteelSeries赛睿专业游戏键盘,RJ45（网络接口），电源接口
msi微星GL62 6QD-251XCN,GL62系列,http://detail.zol.com.cn/notebook/index1140680.shtml,https://2b.zol-img.com.cn/product/171_80x60/199/ceCgdToe76gMM.jpg,6999,正常,6068,Intel 酷睿i5 6300HQ,英特尔 酷睿i5 6代系列,2.3GHz,3.2GHz,四核心/四线程,6MB,DMI 8 GT/s,Skylake,14nm,45W,8GB（8GB×1）,DDR4 2133MHz,2xSO-DIMM,128GB+1TB,混合硬盘（SSD+7200转HDD）,1764,双显卡（性能级独立显卡＋集成显卡）,NVIDIA GeForce GTX 950M＋Intel GMA HD 530,2GB,GDDR3,128bit,复合材质,NULL,NULL,6芯锂电池,NULL,27-29mm,FHD，LED背光,支持802.11ac无线协议,立体声扬声器,1920x1080,2016年03月,260mm,NULL,NULL,家用,1×USB2.0+2×USB3.0，USB3.0 Type-C接口,383mm,2.3Kg,安全锁孔,400-828-8588,周一至周日， 9:00～20:00（中午无休）， 国定假日，9:00～18:00（中午无休）,NULL,100V-240V 120W 自适应交流电源适配器,整机1年，主要部件2年，电池1年,丹拿音响,内置DVD刻录机，支持DVD SuperMulti双层刻录,NULL,NULL,1000Mbps以太网卡,Intel HM170,NULL,游戏本，影音娱乐本,DOS,NULL,1年,黑色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电池 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1随机光盘 x1,NULL,附带软件,NULL,2合1读卡器（SDXC，SDHC）,16:9,耳机输出接口，麦克风输入接口,NULL,支持，蓝牙4.0模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,自购买之日起保修期内，在正常使用情况下出现损坏和性能故障，将按照国家《微型计算机商品修理更换退货责任规定》执行，您可拨打微星大陆地区电话报修客服中心免费电话，预约登记报修，报修中心客服人员将提供距您所在地最近的微星授权维修机构详细信息并建议您采取获得快捷服务的送修地点的方式。您可凭购机发票及三包凭证享受微星厂商标准服务。进入官网>>,15.6英寸,NULL,32GB,视具体使用环境而定,HDMI，Mini DisplayPort,NULL,NULL,NULL,不支持触控,NULL,SteelSeries赛睿专业游戏键盘,RJ45（网络接口），电源接口
