型号,系列,网址,图片,价格,状态,CPU跑分,CPU型号,CPU系列,CPU主频,最高睿频,核心/线程数,三级缓存,总线规格,核心架构,制程工艺,功耗,内存容量,内存类型,插槽数量,硬盘容量,硬盘描述,显卡跑分,显卡类型,显卡芯片,显存容量,显存类型,显存位宽,外壳材质,可选配件,网络通信,电池类型,基本参数,厚度,屏幕技术,无线网卡,扬声器,屏幕分辨率,上市时间,宽度,工作温度,其它特点,产品类型,数据接口,长度,笔记本重量,安全性能,客服电话,电话备注,人脸识别,电源适配器,质保备注,音频系统,光驱类型,笔记本附件,存储温度,有线网卡,主板芯片组,显卡,产品定位,操作系统,电源描述,质保时间,外壳描述,处理器,输入设备,指取设备,保修政策,包装清单,外观,附带软件,保修信息,读卡器,显示比例,音频接口,工作湿度,蓝牙,指纹识别,环境要求,麦克风,变形方式,其他,扩展插槽,摄像头,存储设备,详细内容,屏幕尺寸,商用技术,最大内存容量,续航时间,视频接口,特色功能,显示屏,多媒体设备,触控屏,I/O接口,键盘描述,其它接口
微软Surface Laptop（i5/8GB/256GB）,Surface Laptop系列,http://detail.zol.com.cn/ultrabook/index1170137.shtml,https://2e.zol-img.com.cn/product/182_80x60/530/ceV5yo0cVhkOs.jpg,9888,正常,4661,Intel 酷睿i5 7200U,英特尔 酷睿i5 7代系列,2.5GHz,3.1GHz,双核心/四线程,3MB,OPI 4 GT/s,Kaby Lake,14nm,15W,8GB（8GB×1）,NULL,NULL,256GB,SSD固态硬盘,936,核芯显卡,Intel GMA HD 620,共享内存容量,无,NULL,镁合金,NULL,NULL,聚合物电池,NULL,14.5mm,LCD，PixelSense显示屏,支持802.11ac无线协议,立体声扬声器,2256x1504,2017年06月,223.2mm,NULL,NULL,商用,1×USB3.0,308.02mm,1.25Kg,Windows Hello面部登录,400-8203-800,周一至周五：09:00–21:00，周六至周日:10:00–18:00,NULL,100V-240V 自适应交流电源适配器,2年有限保修,内置音效芯片，支持杜比音效,无内置光驱,NULL,NULL,NULL,NULL,NULL,商务办公本，校园学生本，时尚轻薄本,预装Windows 10 S,NULL,2年,银灰色，紫红色，钴蓝色，石墨金色,NULL,NULL,玻璃触控板，Surface触控笔（1024级压力感应）,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1快速入门指南 x1安全和保修文件 x1,NULL,NULL,NULL,NULL,3:2,3.5mm耳机接口,NULL,支持，蓝牙4.0模块,NULL,NULL,双立体声麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,售后服务由品牌的厂商负责提供，支持全国联保，Surface标准担保分为两部分（有限硬件担保：包含硬件和适用附件的两年担保服务，从购买之日起算。适用附件包括触控键盘保护罩，实体键盘保护罩，Surface电源线和适配器，以及Surface触笔。技术支持：并为客户提供90天的预装软件的帮助和技术支持，从购买之日起算。）进入官网>>,13.5英寸,NULL,NULL,14.5小时左右，视具体使用环境而定,Mini DisplayPort,氛围光传感器,NULL,NULL,支持十点触控,NULL,Alcantara键盘，背光键盘,电源接口
微软Surface Laptop（i5/4GB/128GB）,Surface Laptop系列,http://detail.zol.com.cn/ultrabook/index1170104.shtml,https://2d.zol-img.com.cn/product/182_80x60/505/ce6DXRPMcg0Dk.jpg,7688,正常,4661,Intel 酷睿i5 7200U,英特尔 酷睿i5 7代系列,2.5GHz,3.1GHz,双核心/四线程,3MB,OPI 4 GT/s,Kaby Lake,14nm,15W,4GB（4GB×1）,NULL,NULL,128GB,SSD固态硬盘,936,核芯显卡,Intel GMA HD 620,共享内存容量,无,NULL,镁合金,NULL,NULL,聚合物电池,NULL,14.5mm,LCD，PixelSense显示屏,支持802.11ac无线协议,立体声扬声器,2256x1504,2017年06月,223.2mm,NULL,NULL,商用,1×USB3.0,308.02mm,1.25Kg,Windows Hello面部登录,400-8203-800,周一至周五：09:00–21:00，周六至周日:10:00–18:00,NULL,100V-240V 自适应交流电源适配器,2年有限保修,内置音效芯片，支持杜比音效,无内置光驱,NULL,NULL,NULL,NULL,NULL,商务办公本，校园学生本，时尚轻薄本,预装Windows 10 S,NULL,2年,银灰色，紫红色，钴蓝色，石墨金色,NULL,NULL,玻璃触控板，Surface触控笔（1024级压力感应）,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1快速入门指南 x1安全和保修文件 x1,NULL,NULL,NULL,NULL,3:2,3.5mm耳机接口,NULL,支持，蓝牙4.0模块,NULL,NULL,双立体声麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,售后服务由品牌的厂商负责提供，支持全国联保，Surface标准担保分为两部分（有限硬件担保：包含硬件和适用附件的两年担保服务，从购买之日起算。适用附件包括触控键盘保护罩，实体键盘保护罩，Surface电源线和适配器，以及Surface触笔。技术支持：并为客户提供90天的预装软件的帮助和技术支持，从购买之日起算。）进入官网>>,13.5英寸,NULL,NULL,14.5小时左右，视具体使用环境而定,Mini DisplayPort,氛围光传感器,NULL,NULL,支持十点触控,NULL,Alcantara键盘，背光键盘,电源接口
微软Surface Laptop（i7/8GB/256GB）,Surface Laptop系列,http://detail.zol.com.cn/ultrabook/index1170139.shtml,https://2c.zol-img.com.cn/product/182_80x60/576/ceFAahPJ7djA.jpg,1.23万,正常,6152,Intel 酷睿i7 7660U,英特尔 酷睿i7 7代系列,2.5GHz,4GHz,双核心/四线程,4MB,NULL,Kaby Lake,14nm,15W,8GB（8GB×1）,NULL,NULL,256GB,SSD固态硬盘,1433,核芯显卡,Intel Iris Plus Graphics 640,共享内存容量,无,NULL,镁合金,NULL,NULL,聚合物电池,NULL,14.5mm,LCD，PixelSense显示屏,支持802.11ac无线协议,立体声扬声器,2256x1504,2017年06月,223.2mm,NULL,NULL,商用,1×USB3.0,308.02mm,1.25Kg,Windows Hello面部登录,400-8203-800,周一至周五：09:00–21:00，周六至周日:10:00–18:00,NULL,100V-240V 自适应交流电源适配器,2年有限保修,内置音效芯片，支持杜比音效,无内置光驱,NULL,NULL,NULL,NULL,NULL,商务办公本，校园学生本，时尚轻薄本,预装Windows 10 S,NULL,2年,银灰色，紫红色，钴蓝色，石墨金色,NULL,NULL,玻璃触控板，Surface触控笔（1024级压力感应）,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1快速入门指南 x1安全和保修文件 x1,NULL,NULL,NULL,NULL,3:2,3.5mm耳机接口,NULL,支持，蓝牙4.0模块,NULL,NULL,双立体声麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,售后服务由品牌的厂商负责提供，支持全国联保，Surface标准担保分为两部分（有限硬件担保：包含硬件和适用附件的两年担保服务，从购买之日起算。适用附件包括触控键盘保护罩，实体键盘保护罩，Surface电源线和适配器，以及Surface触笔。技术支持：并为客户提供90天的预装软件的帮助和技术支持，从购买之日起算。）进入官网>>,13.5英寸,NULL,NULL,14.5小时左右，视具体使用环境而定,Mini DisplayPort,氛围光传感器,NULL,NULL,支持十点触控,NULL,Alcantara键盘，背光键盘,电源接口
微软Surface Laptop（i7/16GB/1TB）,Surface Laptop系列,http://detail.zol.com.cn/ultrabook/index1182029.shtml,https://2f.zol-img.com.cn/product/186_80x60/871/ceYvC0bao0GFM.jpg,2.17万,正常,6152,Intel 酷睿i7 7660U,英特尔 酷睿i7 7代系列,2.5GHz,4GHz,双核心/四线程,4MB,NULL,Kaby Lake,14nm,15W,16GB（8GB×2）,NULL,NULL,1TB,SSD固态硬盘,1433,核芯显卡,Intel Iris Plus Graphics 640,共享内存容量,无,NULL,镁合金,NULL,NULL,聚合物电池,NULL,14.5mm,LCD，PixelSense显示屏,支持802.11ac无线协议,立体声扬声器,2256x1504,2017年10月,223.2mm,NULL,NULL,商用,1×USB3.0,308.02mm,1.25Kg,Windows Hello面部登录,400-8203-800,周一至周五：09:00–21:00，周六至周日:10:00–18:00,NULL,100V-240V 自适应交流电源适配器,2年有限保修,内置音效芯片，支持杜比音效,无内置光驱,NULL,NULL,NULL,NULL,NULL,商务办公本，校园学生本，时尚轻薄本,预装Windows 10 S,NULL,2年,石墨金色,NULL,NULL,玻璃触控板，Surface触控笔（1024级压力感应）,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1快速入门指南 x1安全和保修文件 x1,NULL,NULL,NULL,NULL,3:2,3.5mm耳机接口,NULL,支持，蓝牙4.0模块,NULL,NULL,双立体声麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,售后服务由品牌的厂商负责提供，支持全国联保，Surface标准担保分为两部分（有限硬件担保：包含硬件和适用附件的两年担保服务，从购买之日起算。适用附件包括触控键盘保护罩，实体键盘保护罩，Surface电源线和适配器，以及Surface触笔。技术支持：并为客户提供90天的预装软件的帮助和技术支持，从购买之日起算。）进入官网>>,13.5英寸,NULL,NULL,14.5小时左右，视具体使用环境而定,Mini DisplayPort,氛围光传感器,NULL,NULL,支持十点触控,NULL,Alcantara键盘，背光键盘,电源接口
微软Surface Laptop（i7/16GB/512GB）,Surface Laptop系列,http://detail.zol.com.cn/ultrabook/index1170140.shtml,https://2e.zol-img.com.cn/product/182_80x60/584/ceebYV1OrOyU.jpg,1.74万,正常,6152,Intel 酷睿i7 7660U,英特尔 酷睿i7 7代系列,2.5GHz,4GHz,双核心/四线程,4MB,NULL,Kaby Lake,14nm,15W,16GB（8GB×2）,NULL,NULL,512GB,SSD固态硬盘,1433,核芯显卡,Intel Iris Plus Graphics 640,共享内存容量,无,NULL,镁合金,NULL,NULL,聚合物电池,NULL,14.5mm,LCD，PixelSense显示屏,支持802.11ac无线协议,立体声扬声器,2256x1504,2017年06月,223.2mm,NULL,NULL,商用,1×USB3.0,308.02mm,1.25Kg,Windows Hello面部登录,400-8203-800,周一至周五：09:00–21:00，周六至周日:10:00–18:00,NULL,100V-240V 自适应交流电源适配器,2年有限保修,内置音效芯片，支持杜比音效,无内置光驱,NULL,NULL,NULL,NULL,NULL,商务办公本，校园学生本，时尚轻薄本,预装Windows 10 S,NULL,2年,银灰色，紫红色，钴蓝色，石墨金色,NULL,NULL,玻璃触控板，Surface触控笔（1024级压力感应）,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1快速入门指南 x1安全和保修文件 x1,NULL,NULL,NULL,NULL,3:2,3.5mm耳机接口,NULL,支持，蓝牙4.0模块,NULL,NULL,双立体声麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,售后服务由品牌的厂商负责提供，支持全国联保，Surface标准担保分为两部分（有限硬件担保：包含硬件和适用附件的两年担保服务，从购买之日起算。适用附件包括触控键盘保护罩，实体键盘保护罩，Surface电源线和适配器，以及Surface触笔。技术支持：并为客户提供90天的预装软件的帮助和技术支持，从购买之日起算。）进入官网>>,13.5英寸,NULL,NULL,14.5小时左右，视具体使用环境而定,Mini DisplayPort,氛围光传感器,NULL,NULL,支持十点触控,NULL,Alcantara键盘，背光键盘,电源接口
微软Surface Book 2（i7/8GB/256GB/13寸）,Surface Book 2（13寸）系列,http://detail.zol.com.cn/ultrabook/index1161592.shtml,https://2d.zol-img.com.cn/product/186_80x60/769/ceZRGg3ClLX2.jpg,1.65万,正常,9268,Intel 酷睿i7 8650U,英特尔 酷睿i7 8代系列,1.9GHz,4.2GHz,四核心/八线程,8MB,NULL,Kaby Lake R,14nm,15W,8GB（8GB×1）,LPDDR3（低功耗版）1866MHz,NULL,256GB,SSD固态硬盘,4452,性能级独立显卡,NVIDIA GeForce GTX 1050,2GB,GDDR5,128bit,镁合金,NULL,NULL,聚合物电池,NULL,15-23mm,PixelSense显示屏，267PPI，墨迹书写,支持802.11a/b/g/n/ac无线协议,立体声扬声器,3000x2000,2017年11月,232mm,NULL,风扇+散热铜管+液体冷却混合型散热传感器：氛围光传感器，邻近感应传感器，加速度计，陀螺仪，磁力计,商用,2×USB3.1，USB Type-C接口,312mm,1.642Kg,HW TPM2.0芯片,400-8203-800,周一至周五：09:00–21:00，周六至周日:10:00–18:00,支持Windows Hello面部识别功能,100V-240V 自适应交流电源适配器,1年有限保修，,内置音效芯片，支持杜比音效,无内置光驱,NULL,NULL,NULL,NULL,NULL,商务办公本，二合一笔记本，Ultrabook笔记本,预装Windows 10 Professional 64bit（64位专业版）,NULL,1年,银色,NULL,NULL,玻璃触控板，Surface触控笔（1024级压力感应）,全国联保，享受三包服务,Surface Book x1Surface触控笔 x1电源适配器 x1快速入门指南 x1安全和保修文件 x1,NULL,Office30天试用版,NULL,SD读卡器,3:2,3.5mm耳机接口,NULL,支持，蓝牙4.1模块,NULL,NULL,双立体声麦克风,插拔,NULL,NULL,双摄像头（前置：500万像素，后置：800万像素）,NULL,售后服务由品牌的厂商负责提供，支持全国联保，Surface标准担保分为两部分（有限硬件担保：包含硬件和适用附件的两年担保服务，从购买之日起算。适用附件包括触控键盘保护罩，实体键盘保护罩，Surface电源线和适配器，以及Surface触笔。技术支持：并为客户提供90天的预装软件的帮助和技术支持，从购买之日起算。）进入官网>>,13.5英寸,NULL,16GB,17小时左右，视具体使用环境而定,Mini DisplayPort,NULL,NULL,NULL,支持十点触控,NULL,全尺寸背光键盘,电源接口，拓展坞链接端口
微软Surface Book 2（i7/16GB/1TB/13寸）,Surface Book 2（13寸）系列,http://detail.zol.com.cn/ultrabook/index1184766.shtml,https://2d.zol-img.com.cn/product/186_80x60/775/ce65tzaLyqws.jpg,2.46万,正常,9268,Intel 酷睿i7 8650U,英特尔 酷睿i7 8代系列,1.9GHz,4.2GHz,四核心/八线程,8MB,NULL,Kaby Lake R,14nm,15W,16GB,LPDDR3（低功耗版）1866MHz,NULL,1TB,SSD固态硬盘,4452,性能级独立显卡,NVIDIA GeForce GTX 1050,2GB,GDDR5,128bit,镁合金,NULL,NULL,聚合物电池,NULL,15-23mm,PixelSense显示屏，267PPI，墨迹书写,支持802.11a/b/g/n/ac无线协议,立体声扬声器,3000x2000,2017年11月,232mm,NULL,风扇+散热铜管+液体冷却混合型散热传感器：氛围光传感器，邻近感应传感器，加速度计，陀螺仪，磁力计,商用,2×USB3.1，USB Type-C接口,312mm,1.642Kg,HW TPM2.0芯片,400-8203-800,周一至周五：09:00–21:00，周六至周日:10:00–18:00,支持Windows Hello面部识别功能,100V-240V 自适应交流电源适配器,1年有限保修，,内置音效芯片，支持杜比音效,无内置光驱,NULL,NULL,NULL,NULL,NULL,商务办公本，二合一笔记本，Ultrabook笔记本,预装Windows 10 Professional 64bit（64位专业版）,NULL,1年,银色,NULL,NULL,玻璃触控板，Surface触控笔（1024级压力感应）,全国联保，享受三包服务,Surface Book x1Surface触控笔 x1电源适配器 x1快速入门指南 x1安全和保修文件 x1,NULL,Office30天试用版,NULL,SD读卡器,3:2,3.5mm耳机接口,NULL,支持，蓝牙4.1模块,NULL,NULL,双立体声麦克风,插拔,NULL,NULL,双摄像头（前置：500万像素，后置：800万像素）,NULL,售后服务由品牌的厂商负责提供，支持全国联保，Surface标准担保分为两部分（有限硬件担保：包含硬件和适用附件的两年担保服务，从购买之日起算。适用附件包括触控键盘保护罩，实体键盘保护罩，Surface电源线和适配器，以及Surface触笔。技术支持：并为客户提供90天的预装软件的帮助和技术支持，从购买之日起算。）进入官网>>,13.5英寸,NULL,16GB,17小时左右，视具体使用环境而定,Mini DisplayPort,NULL,NULL,NULL,支持十点触控,NULL,全尺寸背光键盘,电源接口，拓展坞链接端口
微软Surface Book 2（i5/8GB/256GB/13寸）,Surface Book 2（13寸）系列,http://detail.zol.com.cn/ultrabook/index1184767.shtml,https://2b.zol-img.com.cn/product/186_80x60/779/ceYDtjArcaCHE.jpg,1.24万,正常,5107,Intel 酷睿i5 7300U,英特尔 酷睿i5 7代系列,2.6GHz,3.5GHz,双核心/四线程,3MB,NULL,Kaby Lake,14nm,15W,8GB（8GB×1）,LPDDR3（低功耗版）1866MHz,NULL,256GB,SSD固态硬盘,936,核心显卡,Intel GMA HD 620,共享内存容量,无,NULL,镁合金,NULL,NULL,聚合物电池,NULL,13-23mm,PixelSense显示屏，267PPI，墨迹书写,支持802.11a/b/g/n/ac无线协议,立体声扬声器,3000x2000,2017年11月,232mm,NULL,风扇+散热铜管+液体冷却混合型散热传感器：氛围光传感器，邻近感应传感器，加速度计，陀螺仪，磁力计,商用,2×USB3.1，USB Type-C接口,312mm,1.534Kg,HW TPM2.0芯片,400-8203-800,周一至周五：09:00–21:00，周六至周日:10:00–18:00,支持Windows Hello面部识别功能,100V-240V 自适应交流电源适配器,1年有限保修，,内置音效芯片，支持杜比音效,无内置光驱,NULL,NULL,NULL,NULL,NULL,商务办公本，二合一笔记本，Ultrabook笔记本,预装Windows 10 Professional 64bit（64位专业版）,NULL,1年,银色,NULL,NULL,玻璃触控板，Surface触控笔（1024级压力感应）,全国联保，享受三包服务,Surface Book x1Surface触控笔 x1电源适配器 x1快速入门指南 x1安全和保修文件 x1,NULL,Office30天试用版,NULL,SD读卡器,3:2,3.5mm耳机接口,NULL,支持，蓝牙4.1模块,NULL,NULL,双立体声麦克风,插拔,NULL,NULL,双摄像头（前置：500万像素，后置：800万像素）,NULL,售后服务由品牌的厂商负责提供，支持全国联保，Surface标准担保分为两部分（有限硬件担保：包含硬件和适用附件的两年担保服务，从购买之日起算。适用附件包括触控键盘保护罩，实体键盘保护罩，Surface电源线和适配器，以及Surface触笔。技术支持：并为客户提供90天的预装软件的帮助和技术支持，从购买之日起算。）进入官网>>,13.5英寸,NULL,16GB,17小时左右，视具体使用环境而定,Mini DisplayPort,NULL,NULL,NULL,支持十点触控,NULL,全尺寸背光键盘,电源接口，拓展坞链接端口
微软Surface Book 2（i7/16GB/512GB/13寸）,Surface Book 2（13寸）系列,http://detail.zol.com.cn/ultrabook/index1184765.shtml,https://2a.zol-img.com.cn/product/186_80x60/772/ceRYJrgkGvpos.jpg,2.04万,正常,9268,Intel 酷睿i7 8650U,英特尔 酷睿i7 8代系列,1.9GHz,4.2GHz,四核心/八线程,8MB,NULL,Kaby Lake R,14nm,15W,16GB,LPDDR3（低功耗版）1866MHz,NULL,512GB,SSD固态硬盘,4452,性能级独立显卡,NVIDIA GeForce GTX 1050,2GB,GDDR5,128bit,镁合金,NULL,NULL,聚合物电池,NULL,15-23mm,PixelSense显示屏，267PPI，墨迹书写,支持802.11a/b/g/n/ac无线协议,立体声扬声器,3000x2000,2017年11月,232mm,NULL,风扇+散热铜管+液体冷却混合型散热传感器：氛围光传感器，邻近感应传感器，加速度计，陀螺仪，磁力计,商用,2×USB3.1，USB Type-C接口,312mm,1.642Kg,HW TPM2.0芯片,400-8203-800,周一至周五：09:00–21:00，周六至周日:10:00–18:00,支持Windows Hello面部识别功能,100V-240V 自适应交流电源适配器,1年有限保修，,内置音效芯片，支持杜比音效,无内置光驱,NULL,NULL,NULL,NULL,NULL,商务办公本，二合一笔记本，Ultrabook笔记本,预装Windows 10 Professional 64bit（64位专业版）,NULL,1年,银色,NULL,NULL,玻璃触控板，Surface触控笔（1024级压力感应）,全国联保，享受三包服务,Surface Book x1Surface触控笔 x1电源适配器 x1快速入门指南 x1安全和保修文件 x1,NULL,Office30天试用版,NULL,SD读卡器,3:2,3.5mm耳机接口,NULL,支持，蓝牙4.1模块,NULL,NULL,双立体声麦克风,插拔,NULL,NULL,双摄像头（前置：500万像素，后置：800万像素）,NULL,售后服务由品牌的厂商负责提供，支持全国联保，Surface标准担保分为两部分（有限硬件担保：包含硬件和适用附件的两年担保服务，从购买之日起算。适用附件包括触控键盘保护罩，实体键盘保护罩，Surface电源线和适配器，以及Surface触笔。技术支持：并为客户提供90天的预装软件的帮助和技术支持，从购买之日起算。）进入官网>>,13.5英寸,NULL,16GB,17小时左右，视具体使用环境而定,Mini DisplayPort,NULL,NULL,NULL,支持十点触控,NULL,全尺寸背光键盘,电源接口，拓展坞链接端口
微软Surface Pro 4（i5/8GB/256GB/中国版）,Surface Pro 4系列,http://detail.zol.com.cn/ultrabook/index394074.shtml,https://2a.zol-img.com.cn/product/178_80x60/262/ceGL0OGIZeHg.jpg,7388,正常,4372,Intel 酷睿i5 6300U,英特尔 酷睿i5 6代系列,2.4GHz,3GHz,双核心/四线程,3MB,NULL,Skylake,14nm,15W,8GB（8GB×1）,DDR4,2xSO-DIMM,256GB,SSD固态硬盘,835,核芯显卡,Intel GMA HD 520,共享内存容量,无,NULL,镁铝合金,type cover，专用触控笔,NULL,聚合物电池,NULL,8.45mm,LED背光,支持802.11a/b/g/n无线协议,内置扬声器,2736x1824,2015年10月,201.42mm,NULL,NULL,商用,USB3.0,292.1mm,786g,NULL,400-8203-800,周一至周五：09:00–21:00，周六至周日:10:00–18:00,NULL,100V-240V 自适应交流电源适配器,NULL,内置音效芯片,无内置光驱,NULL,NULL,NULL,NULL,NULL,商务办公本，二合一笔记本，Ultrabook笔记本,预装Windows 10,NULL,2年,银色,NULL,NULL,数字输入笔,全国联保，享受三包服务,NULL,NULL,NULL,NULL,Micro SD读卡器,3:2,耳机输出接口,NULL,支持，蓝牙4.0模块,支持智能指纹识别功能,NULL,内置麦克风,插拔,NULL,NULL,双摄像头（前置：500万像素，后置：800万像素）,NULL,售后服务由品牌的厂商负责提供，支持全国联保，Surface标准担保分为两部分（有限硬件担保：包含硬件和适用附件的两年担保服务，从购买之日起算。适用附件包括触控键盘保护罩，实体键盘保护罩，Surface电源线和适配器，以及Surface触笔。技术支持：并为客户提供90天的预装软件的帮助和技术支持，从购买之日起算。）进入官网>>,12.3英寸,Intel 博锐技术,16GB,9小时左右，视具体使用环境而定,Mini DisplayPort,NULL,NULL,NULL,支持十点触控,NULL,NULL,电源接口，保护套端口
