型号,系列,网址,图片,价格,状态,CPU跑分,CPU型号,CPU系列,CPU主频,最高睿频,核心/线程数,三级缓存,总线规格,核心架构,制程工艺,功耗,内存容量,内存类型,插槽数量,硬盘容量,硬盘描述,显卡跑分,显卡类型,显卡芯片,显存容量,显存类型,显存位宽,外壳材质,可选配件,网络通信,电池类型,基本参数,厚度,屏幕技术,无线网卡,扬声器,屏幕分辨率,上市时间,宽度,工作温度,其它特点,产品类型,数据接口,长度,笔记本重量,安全性能,客服电话,电话备注,人脸识别,电源适配器,质保备注,音频系统,光驱类型,笔记本附件,存储温度,有线网卡,主板芯片组,显卡,产品定位,操作系统,电源描述,质保时间,外壳描述,处理器,输入设备,指取设备,保修政策,包装清单,外观,附带软件,保修信息,读卡器,显示比例,音频接口,工作湿度,蓝牙,指纹识别,环境要求,麦克风,变形方式,其他,扩展插槽,摄像头,存储设备,详细内容,屏幕尺寸,商用技术,最大内存容量,续航时间,视频接口,特色功能,显示屏,多媒体设备,触控屏,I/O接口,键盘描述,其它接口
HUAWEI MateBook X（i5/8GB/256GB）,MateBook X系列,http://detail.zol.com.cn/notebook/index1168879.shtml,https://2a.zol-img.com.cn/product/183_80x60/660/cezLiWM0cmyuE.jpg,7988,正常,4661,Intel 酷睿i5 7200U,英特尔 酷睿i5 7代系列,2.5GHz,3.1GHz,双核心/四线程,3MB,OPI 4 GT/s,Kaby Lake,14nm,15W,8GB（8GB×1）,NULL,NULL,256GB,SSD固态硬盘,936,核芯显卡,Intel GMA HD 620,共享内存容量,无,NULL,镁铝合金,MatePen，MateDock,NULL,锂电池，5449毫安,NULL,12.5mm,4.4mm窄边框，100%sRGB色域，IPS广视角屏，350-nits,支持802.11a/b/g/n/ac无线协议，支持双频（2.4GHz+5GHz）,内置双扬声器,2160x1440,2017年,211mm,NULL,无风扇设计,商用,2×USB Type-C接口,286mm,1.05Kg,NULL,400-830-8300,24×7小时,NULL,100V-240V 自适应交流电源适配器,主机1年保修,杜比认证音效,无内置光驱,NULL,NULL,NULL,NULL,NULL,时尚轻薄本，商务办公本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,玫瑰金，深空灰，流光金,NULL,NULL,触摸板，触控笔,全国联保，享受三包服务,华为MateBook x1二合一键盘 x1电源适配器 x1USB Type-C数据充电线 x1USB Type-C转Micro-USB转接线 x1Micro-USB转USB-A转接头 x1保修卡 x1,NULL,NULL,NULL,NULL,3:2,3.5mm耳机接口,NULL,支持，蓝牙4.1模块,支持智能指纹识别功能,NULL,双数字麦克风,NULL,NULL,NULL,集成100万像素摄像头,NULL,售后服务由品牌的厂商负责提供，支持全国联保，可享有三包服务。如出现产品的质量问题或者故障，您可以查询最近的维修点，由厂商售后解决。也可以凭借厂商维修中心或者特约维修点所提供的质量检测证明，可以享受7日内包退，15日内包换，1年包修服务，即用户在正常使用情况下，主机出现非人为损坏的性能故障均可享受以上免费服务。进入官网>>,13英寸,NULL,NULL,10小时左右，视具体使用环境而定,NULL,NULL,NULL,NULL,不支持触控,NULL,巧克力键盘,NULL
HUAWEI MateBook X（i5/4GB/256GB）,MateBook X系列,http://detail.zol.com.cn/notebook/index1172594.shtml,https://2f.zol-img.com.cn/product/183_80x60/863/cetWVx5fKo07M.jpg,5988,正常,4661,Intel 酷睿i5 7200U,英特尔 酷睿i5 7代系列,2.5GHz,3.1GHz,双核心/四线程,3MB,OPI 4 GT/s,Kaby Lake,14nm,15W,4GB（4GB×1）,NULL,NULL,256GB,SSD固态硬盘,936,核芯显卡,Intel GMA HD 620,共享内存容量,无,NULL,镁铝合金,MatePen，MateDock,NULL,锂电池，5449毫安,NULL,12.5mm,4.4mm窄边框，100%sRGB色域，IPS广视角屏，350-nits,支持802.11a/b/g/n/ac无线协议，支持双频（2.4GHz+5GHz）,内置双扬声器,2160x1440,2017年,211mm,NULL,无风扇设计,商用,2×USB Type-C接口,286mm,1.05Kg,NULL,400-830-8300,24×7小时,NULL,100V-240V 自适应交流电源适配器,主机1年保修,杜比认证音效,无内置光驱,NULL,NULL,NULL,NULL,NULL,时尚轻薄本，商务办公本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,玫瑰金，深空灰，流光金,NULL,NULL,触摸板，触控笔,全国联保，享受三包服务,华为MateBook x1二合一键盘 x1电源适配器 x1USB Type-C数据充电线 x1USB Type-C转Micro-USB转接线 x1Micro-USB转USB-A转接头 x1保修卡 x1,NULL,NULL,NULL,NULL,3:2,3.5mm耳机接口,NULL,支持，蓝牙4.1模块,支持智能指纹识别功能,NULL,双数字麦克风,NULL,NULL,NULL,集成100万像素摄像头,NULL,售后服务由品牌的厂商负责提供，支持全国联保，可享有三包服务。如出现产品的质量问题或者故障，您可以查询最近的维修点，由厂商售后解决。也可以凭借厂商维修中心或者特约维修点所提供的质量检测证明，可以享受7日内包退，15日内包换，1年包修服务，即用户在正常使用情况下，主机出现非人为损坏的性能故障均可享受以上免费服务。进入官网>>,13英寸,NULL,NULL,10小时左右，视具体使用环境而定,NULL,NULL,NULL,NULL,不支持触控,NULL,巧克力键盘,NULL
HUAWEI MateBook X（i7/8GB/512GB）,MateBook X系列,http://detail.zol.com.cn/notebook/index1171843.shtml,https://2e.zol-img.com.cn/product/183_80x60/670/cedDsIuizv8Q.jpg,9988,正常,5217,Intel 酷睿i7 7500U,英特尔 酷睿i7 7代系列,2.7GHz,3.5GHz,双核心/四线程,4MB,OPI 4 GT/s,Kaby Lake,14nm,15W,8GB（8GB×1）,NULL,NULL,512GB,SSD固态硬盘,936,核芯显卡,Intel GMA HD 620,共享内存容量,无,NULL,镁铝合金,MatePen，MateDock,NULL,锂电池，5449毫安,NULL,12.5mm,4.4mm窄边框，100%sRGB色域，IPS广视角屏，350-nits,支持802.11a/b/g/n/ac无线协议，支持双频（2.4GHz+5GHz）,内置双扬声器,2160x1440,2017年,211mm,NULL,无风扇设计,商用,2×USB Type-C接口,286mm,1.05Kg,NULL,400-830-8300,24×7小时,NULL,100V-240V 自适应交流电源适配器,主机1年保修,杜比认证音效,无内置光驱,NULL,NULL,NULL,NULL,NULL,时尚轻薄本，商务办公本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,玫瑰金，深空灰，流光金,NULL,NULL,触摸板，触控笔,全国联保，享受三包服务,华为MateBook x1二合一键盘 x1电源适配器 x1USB Type-C数据充电线 x1USB Type-C转Micro-USB转接线 x1Micro-USB转USB-A转接头 x1保修卡 x1,NULL,NULL,NULL,NULL,3:2,3.5mm耳机接口,NULL,支持，蓝牙4.1模块,支持智能指纹识别功能,NULL,双数字麦克风,NULL,NULL,NULL,集成100万像素摄像头,NULL,售后服务由品牌的厂商负责提供，支持全国联保，可享有三包服务。如出现产品的质量问题或者故障，您可以查询最近的维修点，由厂商售后解决。也可以凭借厂商维修中心或者特约维修点所提供的质量检测证明，可以享受7日内包退，15日内包换，1年包修服务，即用户在正常使用情况下，主机出现非人为损坏的性能故障均可享受以上免费服务。进入官网>>,13英寸,NULL,NULL,10小时左右，视具体使用环境而定,NULL,NULL,NULL,NULL,不支持触控,NULL,巧克力键盘,NULL
HUAWEI MateBook X（i5/8GB/512GB）,MateBook X系列,http://detail.zol.com.cn/notebook/index1171841.shtml,https://2b.zol-img.com.cn/product/183_80x60/667/ce74Kpf8IuQRw.jpg,8599,正常,4661,Intel 酷睿i5 7200U,英特尔 酷睿i5 7代系列,2.5GHz,3.1GHz,双核心/四线程,3MB,OPI 4 GT/s,Kaby Lake,14nm,15W,8GB（8GB×1）,NULL,NULL,512GB,SSD固态硬盘,936,核芯显卡,Intel GMA HD 620,共享内存容量,无,NULL,镁铝合金,MatePen，MateDock,NULL,锂电池，5449毫安,NULL,12.5mm,4.4mm窄边框，100%sRGB色域，IPS广视角屏，350-nits,支持802.11a/b/g/n/ac无线协议，支持双频（2.4GHz+5GHz）,内置双扬声器,2160x1440,2017年,211mm,NULL,无风扇设计,商用,2×USB Type-C接口,286mm,1.05Kg,NULL,400-830-8300,24×7小时,NULL,100V-240V 自适应交流电源适配器,主机1年保修,杜比认证音效,无内置光驱,NULL,NULL,NULL,NULL,NULL,时尚轻薄本，商务办公本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,玫瑰金，深空灰，流光金,NULL,NULL,触摸板，触控笔,全国联保，享受三包服务,华为MateBook x1二合一键盘 x1电源适配器 x1USB Type-C数据充电线 x1USB Type-C转Micro-USB转接线 x1Micro-USB转USB-A转接头 x1保修卡 x1,NULL,NULL,NULL,NULL,3:2,3.5mm耳机接口,NULL,支持，蓝牙4.1模块,支持智能指纹识别功能,NULL,双数字麦克风,NULL,NULL,NULL,集成100万像素摄像头,NULL,售后服务由品牌的厂商负责提供，支持全国联保，可享有三包服务。如出现产品的质量问题或者故障，您可以查询最近的维修点，由厂商售后解决。也可以凭借厂商维修中心或者特约维修点所提供的质量检测证明，可以享受7日内包退，15日内包换，1年包修服务，即用户在正常使用情况下，主机出现非人为损坏的性能故障均可享受以上免费服务。进入官网>>,13英寸,NULL,NULL,10小时左右，视具体使用环境而定,NULL,NULL,NULL,NULL,不支持触控,NULL,巧克力键盘,NULL
HUAWEI MateBook E（M3/4GB/128GB）,MateBook E系列,http://detail.zol.com.cn/notebook/index1168877.shtml,https://2a.zol-img.com.cn/product/183_80x60/936/ce3EgHXor7J9M.jpg,4788,正常,3549,Intel 酷睿M3 7Y30,英特尔 酷睿 M系列,1000MHz,2.6GHz,双核心/四线程,4MB,NULL,Kaby Lake,14nm,4.5W,4GB（4GB×1）,LPDDR3,NULL,128GB,SSD固态硬盘,724,核芯显卡,Intel GMA HD 615,共享内存容量,无,NULL,铝镁合金材质,MatePen，MateDock,NULL,锂电池，4430毫安,NULL,6.9mm,LED背光，85%NTS色域，400-nits，IPS广视角屏,支持802.11a/b/g/n/ac无线协议，支持双频（2.4GHz+5GHz）,内置双扬声器,2160x1440,2017年06月,194.1mm,NULL,开关按键，音量按键,家用,USB Type-C接口,278.8mm,1.1Kg,NULL,400-830-8300,24×7小时,NULL,100V-240V 自适应交流电源适配器,主机1年保修,NULL,无内置光驱,NULL,NULL,NULL,NULL,NULL,时尚轻薄本，二合一笔记本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,灰色，金色,NULL,NULL,触摸板,全国联保，享受三包服务,华为MateBook x1二合一键盘 x1电源适配器 x1USB Type-C数据充电线 x1USB Type-C转Micro-USB转接线 x1Micro-USB转USB-A转接头 x1保修卡 x1,NULL,NULL,NULL,NULL,3:2,3.5mm耳机接口,NULL,支持，蓝牙4.1模块,支持智能指纹识别功能,NULL,双数字麦克风,插拔,NULL,NULL,单摄像头（500万像素）,NULL,售后服务由品牌的厂商负责提供，支持全国联保，可享有三包服务。如出现产品的质量问题或者故障，您可以查询最近的维修点，由厂商售后解决。也可以凭借厂商维修中心或者特约维修点所提供的质量检测证明，可以享受7日内包退，15日内包换，1年包修服务，即用户在正常使用情况下，主机出现非人为损坏的性能故障均可享受以上免费服务。进入官网>>,12英寸,NULL,NULL,9小时左右，视具体使用环境而定,NULL,光线感应器，重力感应器，陀螺仪，指纹传感器，霍尔传感器，充电指示灯,NULL,NULL,支持多点触控,NULL,可分离键盘，巧克力键盘，背光键盘,键盘连接口，电源接口
HUAWEI MateBook E（i5/8GB/256GB）,MateBook E系列,http://detail.zol.com.cn/notebook/index1171831.shtml,https://2e.zol-img.com.cn/product/183_80x60/982/ce3QlxRCTyDVQ.jpg,7388,正常,3677,Intel 酷睿i5 7Y54,英特尔 酷睿i5 7代系列,1.2GHz,3.2GHz,双核心/四线程,4MB,NULL,Kaby Lake,14nm,4.5W,8GB（8GB×1）,LPDDR3,NULL,256GB,SSD固态硬盘,724,核芯显卡,Intel GMA HD 615,共享内存容量,无,NULL,铝镁合金材质,MatePen，MateDock,NULL,锂电池，4430毫安,NULL,6.9mm,LED背光，85%NTS色域，400-nits，IPS广视角屏,支持802.11a/b/g/n/ac无线协议，支持双频（2.4GHz+5GHz）,内置双扬声器,2160x1440,2017年06月,194.1mm,NULL,开关按键，音量按键,家用,USB Type-C接口,278.8mm,1.1Kg,NULL,400-830-8300,24×7小时,NULL,100V-240V 自适应交流电源适配器,主机1年保修,NULL,无内置光驱,NULL,NULL,NULL,NULL,NULL,时尚轻薄本，二合一笔记本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,灰色，金色,NULL,NULL,触摸板,全国联保，享受三包服务,华为MateBook x1二合一键盘 x1电源适配器 x1USB Type-C数据充电线 x1USB Type-C转Micro-USB转接线 x1Micro-USB转USB-A转接头 x1保修卡 x1,NULL,NULL,NULL,NULL,3:2,3.5mm耳机接口,NULL,支持，蓝牙4.1模块,支持智能指纹识别功能,NULL,双数字麦克风,插拔,NULL,NULL,单摄像头（500万像素）,NULL,售后服务由品牌的厂商负责提供，支持全国联保，可享有三包服务。如出现产品的质量问题或者故障，您可以查询最近的维修点，由厂商售后解决。也可以凭借厂商维修中心或者特约维修点所提供的质量检测证明，可以享受7日内包退，15日内包换，1年包修服务，即用户在正常使用情况下，主机出现非人为损坏的性能故障均可享受以上免费服务。进入官网>>,12英寸,NULL,NULL,9小时左右，视具体使用环境而定,NULL,光线感应器，重力感应器，陀螺仪，指纹传感器，霍尔传感器，充电指示灯,NULL,NULL,支持多点触控,NULL,可分离键盘，巧克力键盘，背光键盘,键盘连接口，电源接口
HUAWEI MateBook E（i5/4GB/256GB）,MateBook E系列,http://detail.zol.com.cn/notebook/index1171828.shtml,https://2a.zol-img.com.cn/product/183_80x60/978/ceI5YFp96cTI.jpg,6888,正常,3677,Intel 酷睿i5 7Y54,英特尔 酷睿i5 7代系列,1.2GHz,3.2GHz,双核心/四线程,4MB,NULL,Kaby Lake,14nm,4.5W,4GB（4GB×1）,LPDDR3,NULL,256GB,SSD固态硬盘,724,核芯显卡,Intel GMA HD 615,共享内存容量,无,NULL,铝镁合金材质,MatePen，MateDock,NULL,锂电池，4430毫安,NULL,6.9mm,LED背光，85%NTS色域，400-nits，IPS广视角屏,支持802.11a/b/g/n/ac无线协议，支持双频（2.4GHz+5GHz）,内置双扬声器,2160x1440,2017年06月,194.1mm,NULL,开关按键，音量按键,家用,USB Type-C接口,278.8mm,1.1Kg,NULL,400-830-8300,24×7小时,NULL,100V-240V 自适应交流电源适配器,主机1年保修,NULL,无内置光驱,NULL,NULL,NULL,NULL,NULL,时尚轻薄本，二合一笔记本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,灰色，金色,NULL,NULL,触摸板,全国联保，享受三包服务,华为MateBook x1二合一键盘 x1电源适配器 x1USB Type-C数据充电线 x1USB Type-C转Micro-USB转接线 x1Micro-USB转USB-A转接头 x1保修卡 x1,NULL,NULL,NULL,NULL,3:2,3.5mm耳机接口,NULL,支持，蓝牙4.1模块,支持智能指纹识别功能,NULL,双数字麦克风,插拔,NULL,NULL,单摄像头（500万像素）,NULL,售后服务由品牌的厂商负责提供，支持全国联保，可享有三包服务。如出现产品的质量问题或者故障，您可以查询最近的维修点，由厂商售后解决。也可以凭借厂商维修中心或者特约维修点所提供的质量检测证明，可以享受7日内包退，15日内包换，1年包修服务，即用户在正常使用情况下，主机出现非人为损坏的性能故障均可享受以上免费服务。进入官网>>,12英寸,NULL,NULL,9小时左右，视具体使用环境而定,NULL,光线感应器，重力感应器，陀螺仪，指纹传感器，霍尔传感器，充电指示灯,NULL,NULL,支持多点触控,NULL,可分离键盘，巧克力键盘，背光键盘,键盘连接口，电源接口
HUAWEI MateBook（M5/8GB/256GB）,MateBook系列,http://detail.zol.com.cn/ultrabook/index1137717.shtml,https://2f.zol-img.com.cn/product/171_80x60/299/ce5mD3FHVlfoo.jpg,5699,[标配棕色键盘],3364,Intel 酷睿M5 6Y54,英特尔 酷睿 M系列,1.1GHz,2.7GHz,双核心/四线程,4MB,NULL,Skylake,14nm,4.5W,8GB（8GB×1）,LPDDR3,NULL,256GB,SSD固态硬盘,639,核芯显卡,Intel GMA HD 515,共享内存容量,无,NULL,镁铝合金,MatePen，MateDock,NULL,锂电池，4430毫安,NULL,6.9mm,FHD，LED背光，IPS屏，160°广视角屏,支持802.11a/b/g/n/ac无线协议，支持双频（2.4GHz+5GHz）,内置双扬声器,2160x1440,2016年05月,194.1mm,NULL,传感器：光线感应器，重力感应器，陀螺仪，指纹传感器，霍尔传感器，充电指示灯,商用,USB Type-C接口,278.8mm,640g,NULL,400-830-8300,24×7小时,NULL,DC 12/9/5V 2A 自适应交流电源适配器,主机1年保修,杜比认证音效,无内置光驱,NULL,NULL,NULL,NULL,NULL,商务办公本，二合一笔记本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,香槟金色,NULL,NULL,触摸板，触控笔,全国联保，享受三包服务,华为MateBook x1二合一键盘 x1电源适配器 x1USB Type-C数据充电线 x1USB Type-C转Micro-USB转接线 x1Micro-USB转USB-A转接头 x1保修卡 x1,NULL,Office365 30天试用版,NULL,NULL,3:2,耳机输出接口,NULL,支持，蓝牙4.1模块,支持智能指纹识别功能,NULL,双数字麦克风,插拔,NULL,NULL,集成500万像素摄像头，自动对焦,NULL,售后服务由品牌的厂商负责提供，支持全国联保，可享有三包服务。如出现产品的质量问题或者故障，您可以查询最近的维修点，由厂商售后解决。也可以凭借厂商维修中心或者特约维修点所提供的质量检测证明，可以享受7日内包退，15日内包换，1年包修服务，即用户在正常使用情况下，主机出现非人为损坏的性能故障均可享受以上免费服务。进入官网>>,12英寸,NULL,NULL,10小时左右，视具体使用环境而定,NULL,NULL,NULL,NULL,支持十点触控,NULL,可分离键盘，巧克力键盘，背光键盘,键盘连接口
HUAWEI MateBook（M3/4GB/128GB）,MateBook系列,http://detail.zol.com.cn/ultrabook/index1145415.shtml,https://2f.zol-img.com.cn/product/173_80x60/701/ceH08A3NXQl0k.jpg,4488,[标配二合一键盘],3051,Intel 酷睿M3 6Y30,英特尔 酷睿 M系列,900MHz,2.2GHz,双核心/四线程,4MB,NULL,Skylake,14nm,4.5W,4GB（4GB×1）,LPDDR3,NULL,128GB,SSD固态硬盘,639,核芯显卡,Intel GMA HD 515,共享内存容量,无,NULL,镁铝合金,MatePen，MateDock,NULL,锂电池，4430毫安,NULL,6.9mm,FHD，LED背光，IPS屏，160°广视角屏,支持802.11a/b/g/n/ac无线协议，支持双频（2.4GHz+5GHz）,内置双扬声器,2160x1440,2016年05月,194.1mm,NULL,传感器：光线感应器，重力感应器，陀螺仪，指纹传感器，霍尔传感器，充电指示灯,商用,USB Type-C接口,278.8mm,640g,NULL,400-830-8300,24×7小时,NULL,DC 12/9/5V 2A 自适应交流电源适配器,主机1年保修,杜比认证音效,无内置光驱,NULL,NULL,NULL,NULL,NULL,商务办公本，二合一笔记本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,香槟金色，太空灰色,NULL,NULL,触摸板，触控笔,全国联保，享受三包服务,华为MateBook x1二合一键盘 x1电源适配器 x1USB Type-C数据充电线 x1USB Type-C转Micro-USB转接线 x1Micro-USB转USB-A转接头 x1保修卡 x1,NULL,Office365 30天试用版,NULL,NULL,3:2,耳机输出接口,NULL,支持，蓝牙4.1模块,支持智能指纹识别功能,NULL,双数字麦克风,插拔,NULL,NULL,集成500万像素摄像头，自动对焦,NULL,售后服务由品牌的厂商负责提供，支持全国联保，可享有三包服务。如出现产品的质量问题或者故障，您可以查询最近的维修点，由厂商售后解决。也可以凭借厂商维修中心或者特约维修点所提供的质量检测证明，可以享受7日内包退，15日内包换，1年包修服务，即用户在正常使用情况下，主机出现非人为损坏的性能故障均可享受以上免费服务。进入官网>>,12英寸,NULL,NULL,10小时左右，视具体使用环境而定,NULL,NULL,NULL,NULL,支持十点触控,NULL,可分离键盘，巧克力键盘，背光键盘,键盘连接口
HUAWEI MateBook（M5/4GB/128GB）,MateBook系列,http://detail.zol.com.cn/ultrabook/index1145414.shtml,https://2d.zol-img.com.cn/product/173_80x60/699/ceepT9GEW7IM.jpg,4099,正常,3364,Intel 酷睿M5 6Y54,英特尔 酷睿 M系列,1.1GHz,2.7GHz,双核心/四线程,4MB,NULL,Skylake,14nm,4.5W,4GB（4GB×1）,LPDDR3,NULL,128GB,SSD固态硬盘,639,核芯显卡,Intel GMA HD 515,共享内存容量,无,NULL,镁铝合金,MatePen，MateDock,NULL,锂电池，4430毫安,NULL,6.9mm,FHD，LED背光，IPS屏，160°广视角屏,支持802.11a/b/g/n/ac无线协议，支持双频（2.4GHz+5GHz）,内置双扬声器,2160x1440,2016年05月,194.1mm,NULL,传感器：光线感应器，重力感应器，陀螺仪，指纹传感器，霍尔传感器，充电指示灯,商用,USB Type-C接口,278.8mm,640g,NULL,400-830-8300,24×7小时,NULL,DC 12/9/5V 2A 自适应交流电源适配器,主机1年保修,杜比认证音效,无内置光驱,NULL,NULL,NULL,NULL,NULL,商务办公本，二合一笔记本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,香槟金色，太空灰色,NULL,NULL,触摸板，触控笔,全国联保，享受三包服务,华为MateBook x1二合一键盘 x1电源适配器 x1USB Type-C数据充电线 x1USB Type-C转Micro-USB转接线 x1Micro-USB转USB-A转接头 x1保修卡 x1,NULL,Office365 30天试用版,NULL,NULL,3:2,耳机输出接口,NULL,支持，蓝牙4.1模块,支持智能指纹识别功能,NULL,双数字麦克风,插拔,NULL,NULL,集成500万像素摄像头，自动对焦,NULL,售后服务由品牌的厂商负责提供，支持全国联保，可享有三包服务。如出现产品的质量问题或者故障，您可以查询最近的维修点，由厂商售后解决。也可以凭借厂商维修中心或者特约维修点所提供的质量检测证明，可以享受7日内包退，15日内包换，1年包修服务，即用户在正常使用情况下，主机出现非人为损坏的性能故障均可享受以上免费服务。进入官网>>,12英寸,NULL,NULL,10小时左右，视具体使用环境而定,NULL,NULL,NULL,NULL,支持十点触控,NULL,可分离键盘，巧克力键盘，背光键盘,键盘连接口
