型号,系列,网址,图片,价格,状态,CPU跑分,CPU型号,CPU系列,CPU主频,最高睿频,核心/线程数,三级缓存,总线规格,核心架构,制程工艺,功耗,内存容量,内存类型,插槽数量,硬盘容量,硬盘描述,显卡跑分,显卡类型,显卡芯片,显存容量,显存类型,显存位宽,外壳材质,可选配件,网络通信,电池类型,基本参数,厚度,屏幕技术,无线网卡,扬声器,屏幕分辨率,上市时间,宽度,工作温度,其它特点,产品类型,数据接口,长度,笔记本重量,安全性能,客服电话,电话备注,人脸识别,电源适配器,质保备注,音频系统,光驱类型,笔记本附件,存储温度,有线网卡,主板芯片组,显卡,产品定位,操作系统,电源描述,质保时间,外壳描述,处理器,输入设备,指取设备,保修政策,包装清单,外观,附带软件,保修信息,读卡器,显示比例,音频接口,工作湿度,蓝牙,指纹识别,环境要求,麦克风,变形方式,其他,扩展插槽,摄像头,存储设备,详细内容,屏幕尺寸,商用技术,最大内存容量,续航时间,视频接口,特色功能,显示屏,多媒体设备,触控屏,I/O接口,键盘描述,其它接口
华硕U4100UQ7200（4GB/256GB/2G独显/指纹识别）,U4100UQ系列,http://detail.zol.com.cn/notebook/index1167313.shtml,https://2d.zol-img.com.cn/product/181_80x60/193/cenZL6uTXLfUo.jpg,6199,正常,4661,Intel 酷睿i5 7200U,英特尔 酷睿i5 7代系列,2.5GHz,3.1GHz,双核心/四线程,3MB,OPI 4 GT/s,Kaby lake,14nm,15W,4GB（4GB×1）,DDR4 2133MHz,1xSO-DIMM,256GB,SSD固态硬盘,1268,性能级独立显卡,NVIDIA Geforce 940MX,2GB,GDDR3,64bit,镁铝合金,NULL,NULL,3芯锂电池，5000毫安,NULL,15.9mm,FHD，LED背光，IPS屏，防眩光屏,支持802.11ac无线协议,双立体声扬声器,1920x1080,2017年03月,225mm,NULL,NULL,家用,1×USB2.0+1×USB3.0，USB3.1 Type-C接口,324mm,1.25Kg,可设定BIOS，开机，硬盘用户密码（选配）,400-600-6655,24小时电话服务,NULL,100V-240V 45W 自适应交流电源适配器,2年全球联保，1年电池保修（需产品注册）,ASUS Sonic Master Lite美声大师音效技术,无内置光驱,NULL,NULL,1000Mbps以太网卡,NULL,NULL,时尚轻薄本，影音娱乐本，Ultrabook笔记本，校园学生本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,2年,灰色,NULL,NULL,多点触控触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,NULL,NULL,2合1读卡器 (SD，MMC),16:9,耳机/麦克风二合一接口,NULL,支持，蓝牙4.1模块,支持智能指纹识别功能,NULL,内置麦克风,NULL,NULL,NULL,HD高清摄像头,NULL,华硕笔记本电脑自用户购买之日起2年内，于正常操作使用状况下主机发生硬件故障可享受免费售后维修服务。搭配的电池自购买之日起6个月内，提供免费保修服务（购买1个月之内完成注册动作，保修期延长至12个月）。当用户提供正规购机发票时，将以发票开具日期开始计算；若用户无法提供正规发票，则产品保修期起算日将以笔记本序列号对应的出厂日期为准。进入官网>>,14英寸,NULL,16GB,视具体使用环境而定,Micro HDMI,NULL,NULL,NULL,不支持触控,NULL,分岛式键盘，全尺寸背光键盘,电源接口
华硕U4100UQ8250（8GB/256GB/2G独显/指纹识别）,U4100UQ系列,http://detail.zol.com.cn/notebook/index1205760.shtml,https://2b.zol-img.com.cn/product/188_80x60/971/ceE52lmZxQHk.jpg,7099,正常,7626,Intel 酷睿i5 8250U,英特尔 酷睿i5 8代系列,1.6GHz,3.4GHz,四核心/八线程,6MB,NULL,Kaby lake R,14nm,15W,8GB（8GB×1）,DDR4 2133MHz,NULL,256GB,SSD固态硬盘,1995,性能级独立显卡,NVIDIA Geforce MX150,2GB,GDDR5,64bit,镁铝合金,NULL,NULL,3芯锂电池，5000毫安,NULL,15.9mm,FHD，LED背光，IPS屏，防眩光屏,支持802.11ac无线协议,双立体声扬声器,1920x1080,2018年01月,225mm,NULL,NULL,家用,1×USB2.0+1×USB3.0，USB3.1 Type-C接口,324mm,1.25Kg,可设定BIOS，开机，硬盘用户密码（选配）,400-600-6655,24小时电话服务,NULL,100V-240V 45W 自适应交流电源适配器,2年全球联保，1年电池保修（需产品注册）,ASUS Sonic Master Lite美声大师音效技术,无内置光驱,NULL,NULL,1000Mbps以太网卡,NULL,NULL,时尚轻薄本，影音娱乐本，Ultrabook笔记本，校园学生本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,2年,灰色，蓝色,NULL,NULL,多点触控触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,NULL,NULL,多合1读卡器 (SD，MMC),16:9,耳机/麦克风二合一接口,NULL,支持，蓝牙4.1模块,支持智能指纹识别功能,NULL,内置麦克风,NULL,NULL,NULL,HD高清摄像头,NULL,华硕笔记本电脑自用户购买之日起2年内，于正常操作使用状况下主机发生硬件故障可享受免费售后维修服务。搭配的电池自购买之日起6个月内，提供免费保修服务（购买1个月之内完成注册动作，保修期延长至12个月）。当用户提供正规购机发票时，将以发票开具日期开始计算；若用户无法提供正规发票，则产品保修期起算日将以笔记本序列号对应的出厂日期为准。进入官网>>,14英寸,NULL,16GB,视具体使用环境而定,Micro HDMI,NULL,NULL,NULL,不支持触控,NULL,分岛式键盘，全尺寸背光键盘,电源接口
华硕U4100UQ7500（8GB/256GB/2G独显）,U4100UQ系列,http://detail.zol.com.cn/notebook/index1170883.shtml,https://2b.zol-img.com.cn/product/182_80x60/529/cezUm2ABWYcn2.jpg,7199,正常,5217,Intel 酷睿i7 7500U,英特尔 酷睿i7 7代系列,2.7GHz,3.5GHz,双核心/四线程,4MB,OPI 4 GT/s,Kaby lake,14nm,15W,8GB（8GB×1）,DDR4 2133MHz,1xSO-DIMM,256GB,SSD固态硬盘,1268,性能级独立显卡,NVIDIA Geforce 940MX,2GB,GDDR3,64bit,镁铝合金,NULL,NULL,3芯锂电池，50瓦时,NULL,15.9mm,FHD，LED背光，防眩光屏,支持802.11ac无线协议,双立体声扬声器,1920x1080,2017年03月,225mm,NULL,NULL,家用,1×USB2.0+1×USB3.0，USB3.1 Type-C接口,324mm,1.25Kg,可设定BIOS，开机，硬盘用户密码（选配）,400-600-6655,24小时电话服务,NULL,100V-240V 45W 自适应交流电源适配器,2年全球联保，1年电池保修（需产品注册）,ASUS Sonic Master Lite美声大师音效技术,无内置光驱,NULL,NULL,1000Mbps以太网卡,NULL,NULL,时尚轻薄本，影音娱乐本，Ultrabook笔记本，校园学生本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,2年,蓝色,NULL,NULL,多点触控触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,NULL,NULL,2合1读卡器 (SD，MMC),16:9,耳机/麦克风二合一接口,NULL,支持，蓝牙4.1模块,支持智能指纹识别功能,NULL,内置麦克风,NULL,NULL,NULL,HD高清摄像头,NULL,华硕笔记本电脑自用户购买之日起2年内，于正常操作使用状况下主机发生硬件故障可享受免费售后维修服务。搭配的电池自购买之日起6个月内，提供免费保修服务（购买1个月之内完成注册动作，保修期延长至12个月）。当用户提供正规购机发票时，将以发票开具日期开始计算；若用户无法提供正规发票，则产品保修期起算日将以笔记本序列号对应的出厂日期为准。进入官网>>,14英寸,NULL,16GB,9小时左右，视具体使用环境而定,Micro HDMI,NULL,NULL,NULL,不支持触控,NULL,全尺寸背光键盘,电源接口
华硕U4100UQ7200（8GB/256GB/2G独显/指纹识别）,U4100UQ系列,http://detail.zol.com.cn/notebook/index1202555.shtml,https://2b.zol-img.com.cn/product/187_80x60/807/ce5QtafaNinmk.jpg,6259,正常,4661,Intel 酷睿i5 7200U,英特尔 酷睿i5 7代系列,2.5GHz,3.1GHz,双核心/四线程,3MB,OPI 4 GT/s,Kaby lake,14nm,15W,8GB（8GB×1）,DDR4 2133MHz,1xSO-DIMM,256GB,SSD固态硬盘,1268,性能级独立显卡,NVIDIA Geforce 940MX,2GB,GDDR3,64bit,镁铝合金,NULL,NULL,3芯锂电池，5000毫安,NULL,15.9mm,FHD，LED背光，IPS屏，防眩光屏,支持802.11ac无线协议,双立体声扬声器,1920x1080,2017年03月,225mm,NULL,NULL,家用,1×USB2.0+1×USB3.0，USB3.1 Type-C接口,324mm,1.25Kg,可设定BIOS，开机，硬盘用户密码（选配）,400-600-6655,24小时电话服务,NULL,100V-240V 45W 自适应交流电源适配器,2年全球联保，1年电池保修（需产品注册）,ASUS Sonic Master Lite美声大师音效技术,无内置光驱,NULL,NULL,1000Mbps以太网卡,NULL,NULL,时尚轻薄本，影音娱乐本，Ultrabook笔记本，校园学生本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,2年,灰色，蓝色,NULL,NULL,多点触控触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,NULL,NULL,2合1读卡器 (SD，MMC),16:9,耳机/麦克风二合一接口,NULL,支持，蓝牙4.1模块,支持智能指纹识别功能,NULL,内置麦克风,NULL,NULL,NULL,HD高清摄像头,NULL,华硕笔记本电脑自用户购买之日起2年内，于正常操作使用状况下主机发生硬件故障可享受免费售后维修服务。搭配的电池自购买之日起6个月内，提供免费保修服务（购买1个月之内完成注册动作，保修期延长至12个月）。当用户提供正规购机发票时，将以发票开具日期开始计算；若用户无法提供正规发票，则产品保修期起算日将以笔记本序列号对应的出厂日期为准。进入官网>>,14英寸,NULL,16GB,视具体使用环境而定,Micro HDMI,NULL,NULL,NULL,不支持触控,NULL,分岛式键盘，全尺寸背光键盘,电源接口
华硕U4100UQ7200（4GB/256GB/2G独显/无指纹识别）,U4100UQ系列,http://detail.zol.com.cn/notebook/index1171037.shtml,https://2c.zol-img.com.cn/product/182_80x60/872/ceIakbLQV20f6.jpg,5999,正常,4661,Intel 酷睿i5 7200U,英特尔 酷睿i5 7代系列,2.5GHz,3.1GHz,双核心/四线程,3MB,NULL,Kaby lake,14nm,15W,4GB（4GB×1）,DDR4 2133MHz,1xSO-DIMM,256GB,SSD固态硬盘,1268,性能级独立显卡,NVIDIA Geforce 940MX,2GB,GDDR3,64bit,镁铝合金,NULL,NULL,3芯锂电池，50瓦时,NULL,15.9mm,FHD，LED背光，IPS屏，防眩光屏,支持802.11a/b/g/n/ac无线协议,双立体声扬声器,1920x1080,2017年05月,225mm,NULL,NULL,家用,1×USB2.0+1×USB3.0，USB3.1 Type-C接口,324mm,1.25Kg,NULL,400-600-6655,24小时电话服务,NULL,100V-240V 45W 自适应交流电源适配器,2年全球联保，1年电池保修（需产品注册）,ASUS Sonic Master Lite美声大师音效技术,无内置光驱,NULL,NULL,1000Mbps以太网卡,NULL,NULL,时尚轻薄本，影音娱乐本，Ultrabook笔记本，校园学生本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,2年,玫瑰金,NULL,NULL,多点触控触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,NULL,NULL,多合1读卡器 (SD，MC),16:9,耳机/麦克风二合一接口,NULL,支持，蓝牙4.0模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,HD高清摄像头,NULL,华硕笔记本电脑自用户购买之日起2年内，于正常操作使用状况下主机发生硬件故障可享受免费售后维修服务。搭配的电池自购买之日起6个月内，提供免费保修服务（购买1个月之内完成注册动作，保修期延长至12个月）。当用户提供正规购机发票时，将以发票开具日期开始计算；若用户无法提供正规发票，则产品保修期起算日将以笔记本序列号对应的出厂日期为准。进入官网>>,14英寸,NULL,16GB,9小时左右，视具体使用环境而定,Micro HDMI,NULL,NULL,NULL,不支持触控,NULL,分岛式键盘，全尺寸背光键盘,电源接口
华硕U4100UQ7500（8GB/512GB/2G独显）,U4100UQ系列,http://detail.zol.com.cn/notebook/index1175098.shtml,https://2c.zol-img.com.cn/product/184_80x60/672/ce3Zj5azArxa2.jpg,7599,正常,5217,Intel 酷睿i7 7500U,英特尔 酷睿i7 7代系列,2.7GHz,3.5GHz,双核心/四线程,4MB,OPI 4 GT/s,Kaby lake,14nm,15W,8GB（8GB×1）,DDR4 2133MHz,1xSO-DIMM,512GB,SSD固态硬盘,1268,性能级独立显卡,NVIDIA Geforce 940MX,2GB,GDDR3,64bit,镁铝合金,NULL,NULL,3芯锂电池，50瓦时,NULL,15.9mm,FHD，LED背光，防眩光屏,支持802.11ac无线协议,双立体声扬声器,1920x1080,2017年03月,225mm,NULL,NULL,家用,1×USB2.0+1×USB3.0，USB3.1 Type-C接口,324mm,1.25Kg,可设定BIOS，开机，硬盘用户密码（选配）,400-600-6655,24小时电话服务,NULL,100V-240V 45W 自适应交流电源适配器,2年全球联保，1年电池保修（需产品注册）,ASUS Sonic Master Lite美声大师音效技术,无内置光驱,NULL,NULL,1000Mbps以太网卡,NULL,NULL,时尚轻薄本，影音娱乐本，Ultrabook笔记本，校园学生本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,2年,蓝色,NULL,NULL,多点触控触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,NULL,NULL,2合1读卡器 (SD，MMC),16:9,耳机/麦克风二合一接口,NULL,支持，蓝牙4.1模块,支持智能指纹识别功能,NULL,内置麦克风,NULL,NULL,NULL,HD高清摄像头,NULL,华硕笔记本电脑自用户购买之日起2年内，于正常操作使用状况下主机发生硬件故障可享受免费售后维修服务。搭配的电池自购买之日起6个月内，提供免费保修服务（购买1个月之内完成注册动作，保修期延长至12个月）。当用户提供正规购机发票时，将以发票开具日期开始计算；若用户无法提供正规发票，则产品保修期起算日将以笔记本序列号对应的出厂日期为准。进入官网>>,14英寸,NULL,16GB,9小时左右，视具体使用环境而定,Micro HDMI,NULL,NULL,NULL,不支持触控,NULL,全尺寸背光键盘,电源接口
华硕A556UF6200（4GB/500GB/2G独显）,A556UF系列,http://detail.zol.com.cn/notebook/index1135784.shtml,https://2a.zol-img.com.cn/product/168_80x60/482/cebAUsE6Mzqzs.jpg,3399,正常,4009,Intel 酷睿i5 6200U,英特尔 酷睿i5 6代系列,2.3GHz,2.8GHz,双核心/四线程,3MB,NULL,Skylake,14nm,15W,4GB（4GB×1）,DDR3L（低电压版）1600MHz,2xSO-DIMM,500GB,7200转,923,入门级独立显卡,NVIDIA Geforce 930M,2GB,GDDR3,64bit,复合材质,NULL,NULL,2芯锂电池,NULL,25.5mm,HD，LED背光,内置无线网卡,内置扬声器,1366x768,2015年12月,258mm,NULL,NULL,家用,1×USB2.0+1×USB3.0，USB Type-C接口,382mm,2.3Kg,安全锁孔,400-600-6655,24小时电话服务,NULL,100V-240V 65W 自适应交流电源适配器,1年全球联保，1年电池保修（需产品注册）,内置音效芯片，美声大师音效技术,内置DVD刻录机，支持DVD SuperMulti双层刻录,NULL,NULL,1000Mbps以太网卡,NULL,NULL,游戏本，影音娱乐本,预装Windows 10 Home（家庭版）,NULL,1年,棕色，金属拉发丝纹,NULL,NULL,智能型手势操控触摸板,全球联保,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,3合1读卡器（SD，SDHC，SDXC）,16:9,耳机/麦克风二合一接口,NULL,支持，蓝牙4.0模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,华硕笔记本电脑自用户购买之日起2年内，于正常操作使用状况下主机发生硬件故障可享受免费售后维修服务。搭配的电池自购买之日起6个月内，提供免费保修服务（购买1个月之内完成注册动作，保修期延长至12个月）。当用户提供正规购机发票时，将以发票开具日期开始计算；若用户无法提供正规发票，则产品保修期起算日将以笔记本序列号对应的出厂日期为准。进入官网>>,15.6英寸,NULL,16GB,视具体使用环境而定,HDMI，VGA/Mini D-sub 15-pin,NULL,NULL,NULL,不支持触控,NULL,全尺寸分岛式键盘,RJ45（网络接口），电源接口
华硕A556UF6500（8GB/1TB/2G独显）,A556UF系列,http://detail.zol.com.cn/notebook/index1135787.shtml,https://2c.zol-img.com.cn/product/168_80x60/156/celc41ugIIvk.jpg,暂无报价,[北京],4432,Intel 酷睿i7 6500U,英特尔 酷睿i7 6代系列,2.5GHz,3.1GHz,双核心/四线程,4MB,NULL,Skylake,14nm,15W,8GB（8GB×1）,DDR3L（低电压版）1600MHz,2xSO-DIMM,1TB,7200转,923,入门级独立显卡,NVIDIA Geforce 930M,2GB,GDDR3,64bit,复合材质,NULL,NULL,2芯锂电池,NULL,25.5mm,LED背光,内置无线网卡,内置扬声器,1920x1080,2015年12月,258mm,NULL,NULL,家用,1×USB2.0+1×USB3.0，USB Type-C接口,382mm,2.3Kg,安全锁孔,400-600-6655,24小时电话服务,NULL,100V-240V 65W 自适应交流电源适配器,1年全球联保，1年电池保修（需产品注册）,内置音效芯片，美声大师音效技术,内置DVD刻录机，支持DVD SuperMulti双层刻录,NULL,NULL,1000Mbps以太网卡,NULL,NULL,游戏本，影音娱乐本,预装Windows 10 Home（家庭版）,NULL,1年,棕色，金属拉发丝纹,NULL,NULL,智能型手势操控触摸板,全球联保,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,3合1读卡器（SD，SDHC，SDXC）,16:9,耳机/麦克风二合一接口,NULL,支持，蓝牙4.0模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,华硕笔记本电脑自用户购买之日起2年内，于正常操作使用状况下主机发生硬件故障可享受免费售后维修服务。搭配的电池自购买之日起6个月内，提供免费保修服务（购买1个月之内完成注册动作，保修期延长至12个月）。当用户提供正规购机发票时，将以发票开具日期开始计算；若用户无法提供正规发票，则产品保修期起算日将以笔记本序列号对应的出厂日期为准。进入官网>>,15.6英寸,NULL,16GB,视具体使用环境而定,HDMI，VGA/Mini D-sub 15-pin,NULL,NULL,NULL,不支持触控,NULL,全尺寸分岛式键盘,RJ45（网络接口），电源接口
华硕ZX50JX4200（4GB/1TB）,ZX50系列,http://detail.zol.com.cn/notebook/index398741.shtml,https://2a.zol-img.com.cn/product/171_80x60/522/ce2gyVRUWUg5Q.jpg,4199,正常,4442,Intel 酷睿i5 4200H,英特尔 酷睿i5 4代系列,2.8GHz,3.4GHz,双核心/四线程,3MB,DMI 5 GT/s,Haswell,22nm,47W,4GB（4GB×1）,DDR3L（低电压版）1600MHz,2xSO-DIMM,1TB,5400转,1764,双显卡（性能级独立显卡＋集成显卡）,NVIDIA GeForce GTX 950M＋Intel GMA HD 4600,2GB,GDDR3,128bit,复合材质,NULL,NULL,4芯锂电池,NULL,24.8-31.7mm,FHD，LED背光，防眩光雾面宽屏,支持802.11b/g/n无线协议,内置扬声器,1920x1080,2015年03月,251mm,NULL,NULL,家用,1×USB2.0+2×USB3.0,380mm,2.5Kg,安全锁孔,400-600-6655,24小时电话服务,NULL,100V-240V 120W 自适应交流电源适配器,1年全球联保，1年电池保修（需产品注册）,内置音效芯片,内置DVD刻录机，支持DVD SuperMulti双层刻录,NULL,NULL,1000Mbps以太网卡,Intel HM86,NULL,影音娱乐本,预装Windows 8.1 64bit（64位简体中文版）,NULL,1年,黑色,NULL,NULL,触摸板,全球联保,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,3合1读卡器（SD，SDHC，SDXC）,16:9,耳机输出接口，麦克风输入接口,NULL,支持蓝牙功能,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,华硕笔记本电脑自用户购买之日起2年内，于正常操作使用状况下主机发生硬件故障可享受免费售后维修服务。搭配的电池自购买之日起6个月内，提供免费保修服务（购买1个月之内完成注册动作，保修期延长至12个月）。当用户提供正规购机发票时，将以发票开具日期开始计算；若用户无法提供正规发票，则产品保修期起算日将以笔记本序列号对应的出厂日期为准。进入官网>>,15.6英寸,NULL,16GB,4小时左右，视具体使用环境而定,HDMI，VGA/Mini D-sub 15-pin,NULL,NULL,NULL,不支持触控,NULL,全尺寸键盘（包含独立数字键盘）,RJ45（网络接口），电源接口
华硕ZX50JX4720（4GB/1TB）,ZX50系列,http://detail.zol.com.cn/notebook/index398739.shtml,https://2c.zol-img.com.cn/product/153_80x60/242/cecxe4Xn9cLN.jpg,5299,正常,8026,Intel 酷睿i7 4720HQ,英特尔 酷睿i7 4代系列,2.6GHz,3.6GHz,四核心/八线程,6MB,DMI 5 GT/s,Haswell,22nm,47W,4GB（4GB×1）,DDR3L（低电压版）1600MHz,2xSO-DIMM,1TB,5400转,1764,双显卡（性能级独立显卡＋集成显卡）,NVIDIA GeForce GTX 950M＋Intel GMA HD 4600,2GB,GDDR3,128bit,复合材质,NULL,NULL,4芯锂电池,NULL,24.8-31.7mm,FHD，LED背光，防眩光雾面宽屏,支持802.11b/g/n无线协议,内置扬声器,1920x1080,2015年03月,251mm,NULL,NULL,家用,1×USB2.0+2×USB3.0,380mm,2.35Kg,安全锁孔,400-600-6655,24小时电话服务,NULL,100V-240V 120W 自适应交流电源适配器,1年全球联保，1年电池保修（需产品注册）,内置音效芯片,内置DVD刻录机，支持DVD SuperMulti双层刻录,NULL,NULL,1000Mbps以太网卡,Intel HM86,NULL,影音娱乐本,预装Windows 8.1 64bit（64位简体中文版）,NULL,1年,黑色,NULL,NULL,触摸板,全球联保,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,3合1读卡器（SD，SDHC，SDXC）,16:9,耳机/麦克风二合一接口,NULL,NULL,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,华硕笔记本电脑自用户购买之日起2年内，于正常操作使用状况下主机发生硬件故障可享受免费售后维修服务。搭配的电池自购买之日起6个月内，提供免费保修服务（购买1个月之内完成注册动作，保修期延长至12个月）。当用户提供正规购机发票时，将以发票开具日期开始计算；若用户无法提供正规发票，则产品保修期起算日将以笔记本序列号对应的出厂日期为准。进入官网>>,15.6英寸,NULL,16GB,4小时左右，视具体使用环境而定,HDMI，VGA/Mini D-sub 15-pin,NULL,NULL,NULL,不支持触控,NULL,全尺寸键盘（包含独立数字键盘）,RJ45（网络接口），电源接口
